L1,1,all,todas
L1,2,and,y
L1,3,boy,niño
L1,4,car,coche
L1,5,cat,gato
L1,6,day,día
L1,7,end,fin
L1,8,family,familia
L1,9,home,casa
L1,10,it,eso
L1,11,man,hombre
L1,12,name,nombre
L1,13,one,uno
L1,14,people,personas
L1,15,read,leer
L1,16,school,colegio
L1,17,speak,hablar
L1,18,the,la
L1,19,this,esta
L1,20,you,tú
L2,21,ask,pedir
L2,22,book,libro
L2,23,can,pueden
L2,24,dog,perro
L2,25,eye,ojo
L2,26,first,primero
L2,27,go,Vamos
L2,28,he,él
L2,29,child,niño
L2,30,in,en
L2,31,learn,aprender
L2,32,morning,Mañana
L2,33,open,abierto
L2,34,play,tocar
L2,35,question,pregunta
L2,36,room,habitación
L2,37,say,decir
L2,38,start,comienzo
L2,39,today,hoy
L2,40,word,palabra
L3,41,about,acerca de
L3,42,at,a
L3,43,brother,hermano
L3,44,drink,beber
L3,45,easy,fácil
L3,46,father,padre
L3,47,girl,niña
L3,48,help,ayuda
L3,49,chair,silla
L3,50,know,saber
L3,51,my,mi
L3,52,new,nuevo
L3,53,paper,papel
L3,54,please,Por favor
L3,55,rich,Rico
L3,56,she,ella
L3,57,show,show
L3,58,son,hijo
L3,59,they,ellos
L3,60,what,qué
L4,61,always,siempre
L4,62,be,ser
L4,63,body,cuerpo
L4,64,careful,Cuidado
L4,65,cry,llorar
L4,66,door,puerta
L4,67,everything,todo
L4,68,face,cara
L4,69,her,su
L4,70,if,Si
L4,71,many,muchos
L4,72,no,No
L4,73,pen,bolígrafo
L4,74,place,sitio
L4,75,road,la carretera
L4,76,stop,detener
L4,77,student,estudiante
L4,78,two,dos
L4,79,want,desear
L4,80,where,dónde
L5,81,answer,responder
L5,82,between,Entre
L5,83,clear,claro
L5,84,country,país
L5,85,dance,danza
L5,86,do,hacer
L5,87,each,cada
L5,88,friend,amigo
L5,89,his,su
L5,90,job,trabajo
L5,91,life,vida
L5,92,more,más
L5,93,park,parque
L5,94,person,persona
L5,95,ready,Listo
L5,96,second,segundo
L5,97,soon,pronto
L5,98,that,ese
L5,99,we,nosotros
L5,100,why,por qué
L6,101,able,poder
L6,102,before,antes de
L6,103,but,pero
L6,104,clean,limpiar
L6,105,close,cerca
L6,106,dream,sueño
L6,107,eight,ocho
L6,108,for,para
L6,109,hand,mano
L6,110,inside,dentro
L6,111,now,ahora
L6,112,or,o
L6,113,picture,imagen
L6,114,river,río
L6,115,ship,Embarcacion
L6,116,shop,tienda
L6,117,sit,sentar
L6,118,table,mesa
L6,119,very,muy
L6,120,write,escribir
L7,121,air,aire
L7,122,black,negro
L7,123,cinema,cine
L7,124,daughter,hija
L7,125,eat,comer
L7,126,from,desde
L7,127,good,bueno
L7,128,head,cabeza
L7,129,cheese,queso
L7,130,important,importante
L7,131,land,tierra
L7,132,money,dinero
L7,133,pay,pagar
L7,134,problem,problema
L7,135,run,correr
L7,136,same,mismo
L7,137,see,ver
L7,138,send,enviar
L7,139,thing,cosa
L7,140,work,trabajo
L8,141,any,ninguna
L8,142,as,como
L8,143,better,mejor
L8,144,cold,frío
L8,145,come,ven
L8,146,doctor,médico
L8,147,find,encontrar
L8,148,game,juego
L8,149,idea,idea
L8,150,kind,tipo
L8,151,live (v),En Vivo
L8,152,make,hacer
L8,153,peace,paz
L8,154,popular,popular
L8,155,right,derecho
L8,156,small,pequeña
L8,157,so,entonces
L8,158,some,algunos
L8,159,there,allí
L8,160,wait,Espere
L9,161,again,otra vez
L9,162,back,espalda
L9,163,could,podría
L9,164,document,documento
L9,165,egg,huevo
L9,166,fire,fuego
L9,167,give,dar
L9,168,chance,oportunidad
L9,169,information,información
L9,170,light,ligero
L9,171,may,mayo
L9,172,often,a menudo
L9,173,prefer,preferir
L9,174,put,poner
L9,175,red,rojo
L9,176,stone,Roca
L9,177,such,tal
L9,178,think,pensar
L9,179,understand,entender
L9,180,visit,visitar
L10,181,around,alrededor
L10,182,best,mejor
L10,183,call,llamada
L10,184,cut,cortar
L10,185,dinner,cena
L10,186,down,abajo
L10,187,explain,explique
L10,188,get,obtener
L10,189,interesting,interesante
L10,190,long,largo
L10,191,move,moverse
L10,192,out,afuera
L10,193,page,página
L10,194,reach,alcanzar
L10,195,rest,descanso
L10,196,set,conjunto
L10,197,should,debería
L10,198,stand,estar
L10,199,time,hora
L10,200,up,arriba
L11,201,age,años
L11,202,because,porque
L11,203,big,grande
L11,204,camera,cámara
L11,205,city,ciudad
L11,206,dress,vestir
L11,207,evening,noche
L11,208,free,gratis
L11,209,have,tener
L11,210,ill,enfermo
L11,211,like,me gusta
L11,212,mother,madre
L11,213,old,antiguo
L11,214,police,policía
L11,215,remember,recuerda
L11,216,street,calle
L11,217,study,estudiar
L11,218,teacher,profesor
L11,219,voice,voz
L11,220,water,agua
L12,221,also,además
L12,222,box,caja
L12,223,class,clase
L12,224,difficult,difícil
L12,225,drive,conducir
L12,226,food,comida
L12,227,great,estupendo
L12,228,happy,feliz
L12,229,change,cambio
L12,230,juice,jugo
L12,231,meet,reunirse
L12,232,need,necesitar
L12,233,pretty,bonita
L12,234,quite,bastante
L12,235,real,real
L12,236,sad,triste
L12,237,spring,primavera
L12,238,star,estrella
L12,239,take,tomar
L12,240,yes,si
L13,241,action,acción
L13,242,alone,solo
L13,243,breakfast,desayuno
L13,244,continue,Seguir
L13,245,dead,muerto
L13,246,enjoy,disfrutar
L13,247,full,lleno
L13,248,garden,jardín
L13,249,house,casa
L13,250,journey,viaje
L13,251,much,mucho
L13,252,nothing,nada
L13,253,phone,teléfono
L13,254,price,precio
L13,255,result,resultado
L13,256,sister,hermana
L13,257,sun,Dom
L13,258,tell,contar
L13,259,view,ver
L13,260,with,con
L14,261,against,en contra
L14,262,bus,autobús
L14,263,company,empresa
L14,264,desert (n),Desierto
L14,265,expensive,costoso
L14,266,flower,flor
L14,267,green,verde
L14,268,church,Iglesia
L14,269,impossible,imposible
L14,270,leave,salir
L14,271,month,mes
L14,272,on,en
L14,273,plan,plan
L14,274,possible,posible
L14,275,return,regreso
L14,276,save,salvar
L14,277,sea,mar
L14,278,something,alguna cosa
L14,279,together,juntos
L14,280,woman,mujer
L15,281,anything,cualquier cosa
L15,282,army,Ejército
L15,283,bad,malo
L15,284,cover,cubrir
L15,285,culture,cultura
L15,286,decision,decisión
L15,287,example,ejemplo
L15,288,feel,sensación
L15,289,how,cómo
L15,290,island,isla
L15,291,member,miembro
L15,292,next,siguiente
L15,293,position,posición
L15,294,present (adj),presente
L15,295,record (n),grabar
L15,296,sleep,dormir
L15,297,sweet,dulce
L15,298,try,tratar
L15,299,under,debajo
L15,300,world,mundo
L16,301,after,después
L16,302,bed,cama
L16,303,buy,comprar
L16,304,catch,captura
L16,305,corner,esquina
L16,306,distance,distancia
L16,307,education,educación
L16,308,fast,rápido
L16,309,here,aquí
L16,310,interest,interesar
L16,311,letter,letra
L16,312,never,Nunca
L16,313,part,parte
L16,314,president,presidente
L16,315,round,redondo
L16,316,several,varios
L16,317,sound,sonido
L16,318,story,historia
L16,319,talk,hablar
L16,320,week,semana
L17,321,almost,casi
L17,322,bread,pan de molde
L17,323,control,controlar
L17,324,dear,querido
L17,325,every,cada
L17,326,few,pocos
L17,327,gold,oro
L17,328,chief,jefe
L17,329,invite,invitación
L17,330,late,tarde
L17,331,most,más
L17,332,only,solamente
L17,333,product,producto
L17,334,public,público
L17,335,receive,recibir
L17,336,sorry,lo siento
L17,337,strong,fuerte
L17,338,then,luego
L17,339,too,también
L17,340,way,camino
L18,341,across,a través de
L18,342,art,Arte
L18,343,bring,traer
L18,344,carry,llevar
L18,345,confirm,confirmar
L18,346,die,morir
L18,347,east,este
L18,348,group,grupo
L18,349,hope,esperanza
L18,350,industry,industria
L18,351,look,Mira
L18,352,must,debe
L18,353,own,propio
L18,354,personal,personal
L18,355,reason,razón
L18,356,service,Servicio
L18,357,shall,deberá
L18,358,stay,permanecer
L18,359,their,su
L18,360,wife,esposa
L19,361,away,lejos
L19,362,beautiful,hermoso
L19,363,care,cuidado
L19,364,cost,costo
L19,365,deep,profundo
L19,366,enough,suficiente
L19,367,fight,lucha
L19,368,garage,garaje
L19,369,into,dentro
L19,370,keep,mantener
L19,371,miss,pierda
L19,372,other,otro
L19,373,player,jugador
L19,374,rather,más bien
L19,375,remain,permanecer
L19,376,side,lado
L19,377,south,sur
L19,378,TRUE,verdadero
L19,379,use,utilizar
L19,380,who,quién
L20,381,already,ya
L20,382,become,volverse
L20,383,cause,porque
L20,384,certain,cierto
L20,385,describe,describir
L20,386,dry,seco
L20,387,expect,esperar
L20,388,fact,hecho
L20,389,hard,difícil
L20,390,include,incluir
L20,391,let,dejar
L20,392,moment,momento
L20,393,power,poder
L20,394,provide,proporcionar
L20,395,report,reporte
L20,396,seat,asiento
L20,397,single,soltero
L20,398,system,sistema
L20,399,through,mediante
L20,400,which,cual
L21,401,apple,manzana
L21,402,blue,azul
L21,403,clock,reloj
L21,404,colour,color
L21,405,different,diferente
L21,406,earth,tierra
L21,407,film,película
L21,408,glad,alegre
L21,409,hour,hora
L21,410,just,sólo
L21,411,love,amor
L21,412,number,número
L21,413,pencil,lápiz
L21,414,quick,rápido
L21,415,rain,lluvia
L21,416,simple,simple
L21,417,summer,verano
L21,418,town,pueblo
L21,419,tree,árbol
L21,420,window,ventana
L22,421,address,habla a
L22,422,building,edificio
L22,423,computer,computadora
L22,424,cross,cruzar
L22,425,desk,escritorio
L22,426,ear,oreja
L22,427,fish,pez
L22,428,glass,vaso
L22,429,ice,hielo
L22,430,key,llave
L22,431,minute (n),minuto
L22,432,office,oficina
L22,433,parent,padre
L22,434,post,enviar
L22,435,rock,rock
L22,436,search,buscar
L22,437,sport,deporte
L22,438,tea,té
L22,439,valley,Valle
L22,440,walk,caminar
L23,441,airport,aeropuerto
L23,442,baby,bebé
L23,443,card,tarjeta
L23,444,central,central
L23,445,direction,dirección
L23,446,dollar,dólar
